key,value,comment
SKILL_MINEWEAVER,"Mineweaver","Skill node"
SKILL_ENDLESS_EROSION,"Endless Erosion","Skill node"
SKILL_EPOCH_OF_PAIN,"Epoch of Pain","Skill node"
SKILL_OVERLORDS_WILL,"Overlord's Will","Skill node"
SKILL_CATAPULT,"Catapult","Skill node"
SKILL_PROJECTILE_DAMAGE_AND_MASS,"Projectile Damage and Mass","Skill node"
SKILL_CRITICAL_STRIKE_CHANCE_AND_DAMAGE,"Critical Strike Chance and Damage","Skill node"
SKILL_CRITICAL_STRIKE_CHANCE_AND_ENERGY,"Critical Strike Chance and Energy","Skill node"
SKILL_CRITICAL_STRIKE_DAMAGE_AND_ENERGY,"Critical Strike Damage and Energy","Skill node"
SKILL_ENERGY_PULSE,"Energy Pulse","Skill node"
SKILL_POWER_OVERLOAD,"Power Overload","Skill node"
SKILL_FIST_OF_THE_ENDBRINGER,"Fist of the Endbringer","Skill node"
SKILL_CATACLYSMIC_SHATTER,"Cataclysmic Shatter","Skill node"
SKILL_FORGE_BOOST_EFFECT,"Forge Boost Effect","Skill node"
SKILL_FORGE_BOOST,"Forge Boost","Skill node"
SKILL_ANVILS_BLESSING,"Anvil's Blessing","Skill node"
SKILL_FORGEBORNE_MIGHT,"Forgeborne Might","Skill node"
SKILL_ETERNAL_SMELTER,"Eternal Smelter","Skill node"
SKILL_OBLITERATOR,"Obliterator","Skill node"
SKILL_KINETIC_AND_NUCLEAR_DAMAGE,"Kinetic and Nuclear Damage","Skill node"
SKILL_GRIP_OF_DESTRUCTION,"Grip of Destruction","Skill node"
SKILL_FATE_WEAVER,"Fate Weaver","Skill node"
SKILL_LUCKY_GAMBLE,"Lucky Gamble","Skill node"
SKILL_EARTH_QUAKE,"Earth Quake","Skill node"
SKILL_BYTE_HAZARD,"Byte Hazard","Skill node"
SKILL_PROJECTILE_DAMAGE_PER_TURBO_BOOST,"Projectile Damage per Turbo Boost","Skill node"
SKILL_TURBO_CHARGED,"Turbo Charged","Skill node"
SKILL_BULLDOZER,"Bulldozer","Skill node"
SKILL_DAMAGE_WITHOUT_KNOCKBACK,"Damage without Knockback","Skill node"
SKILL_PENDULUM,"Pendulum","Skill node"
SKILL_DEATH_THRESHOLD,"Death Threshold","Skill node"
SKILL_FINAL_RUIN,"Final Ruin","Skill node"
SKILL_BREAKING_BLOW,"Breaking Blow","Skill node"
SKILL_HEART_OF_STEEL,"Heart of Steel","Skill node"
SKILL_TURBO_BOOST,"Turbo Boost","Skill node"
SKILL_SUPERSONIC,"Supersonic","Skill node"
SKILL_INFINITY_STRIKE,"Infinity Strike","Skill node"
SKILL_CRITICAL_CORROSION,"Critical Corrosion","Skill node"
SKILL_CRUSHING_PRECENSE,"Crushing Presence","Skill node"
SKILL_OVERWHELMING_PACK,"Overwhelming Pack","Skill node"
SKILL_MINION_POWER,"Minion Power","Skill node"
SKILL_MINION_SPAWN_RATE,"Minion Spawn Rate","Skill node"
SKILL_ASSEMBLY_LINE,"Assembly Line","Skill node"
SKILL_PHANTOM_STRIKE,"Phantom Strike","Skill node"
SKILL_THE_UNTOUCHABLE,"The Untouchable","Skill node"
SKILL_UMBRA,"Umbra","Skill node"
SKILL_EXHAUSTION_SPEED,"Exhaustion Speed","Skill node"
SKILL_TYRANT_CRUNCHER,"Tyrant Cruncher","Skill node"
SKILL_BURDEN_OF_COLLAPSE,"Burden of Collapse","Skill node"
SKILL_STRESSED_OVERLORDS,"Stressed Overlords","Skill node"
